id,review_scores_rating,number_of_reviews,name,description,neighborhood_overview,host_since,host_response_time,host_response_rate,latitude,longitude,bathrooms,bedrooms,beds,price,minimum_nights,maximum_nights,distance_km
13790507,4.78,9,"Charming, quiet apartment in central location","Charming, bright apartment with wooden floors and high ceilings in a representative, detached old building with small garden. Beautifully located in a fantastic spot in the French Quarter of Haidhausen: Quiet, yet very central with public transportation well attainable. Beautiful river Isar, cafes, bakeries and supermarkets are just around the corner. Fully furnished with flat screen TV, hi-fi, washing machine and completely equipped kitchen. Enjoy staying at this pleasant home!","Fantastic location in idyllic French Quarter of Haidhausen: Haidhausen is a quiet quarter, yet there are a huge variety of restaurants, cafes and pubs. The apartment is quietly situated at traffic-free Preysingplatz with its neoromanic brickstone church. The most beautiful French bistro in town is right next to it. You will easily find everything you need for daily life: bakeries, supermarkets, organic food stores, banks, farmacies, weekly markets and many more.<br />The cultural center Gasteig with its varied classic and modern offers is just around the corner. Deutsches Museum is within 10 minutes of walking distance. The river Isar with its spacious parks is just 200 meters away and invites you to go for a walk or a little run. You can also walk over to Wiener Platz with its small market stalls, the Maypole and the Hofbräukeller, one of the most beautiful beer gardens in Munich.",2016-07-01,,,48.13261,11.5951,1.0,1.0,1.0,388.0,5,45,1.5524818593518384
13974371,4.98,223,Große Wohnung im Norden Münchens,"My apartment is located in Karlsfeld in the north of Munich. It is very nice and is equipped with Internet Wi-Fi.  It is absolutely quiet, in very good surroundings, on the 2nd floor, without an elevator.<br />Supermarket, pharmacy, bakery, butcher, restaurants, cafes, beer garden, pizzeria, McDonald's, tennis court, swimming lake within walking distance.<br />Good parking options.<br />Bus: 100 m (10 min ride to the S-Bahn) <br />S-Bahn train: in 20 minutes in the center of Munich.","The apartment is located in Karlsfeld in the north of Munich. It is nicely furnished, with 4 Rooms and includes Internet/WiFi. The área is very quiet with detached and duplex houses. The apartment is located in the 1st and 2nd flor without elevador. Supermarkets, pharmacy, bakery, butcher, different shops in walking distance. Restaurants: Cafes, ""Biergarten"", italian, greek, asian food, MC Donalds some minutes walking distance. Public indoor swimming pool, tennis courts. Very nice lake to go for a swim in summer or for jogging.",2014-08-06,within an hour,100%,48.21834,11.46995,2.0,3.0,6.0,429.0,4,700,11.925687157326502
14090088,4.57,77,"Zentrumnahes, gemütliches Zimmer mit Balkon","Cozy room in a well-equipped apartment, very central. It is located directly on the Isar and has a good connection by car and public transport. You'll love my place because of the cozy living space where you can feel at home. And because of the central location as well as the surroundings near the Isar, which offers plenty of outdoor space for your leisure time, as well as very good restaurants in the area and an outdoor swimming pool right nearby for the summer. It takes about 15 minutes to get to the city center.","Pleasant neighborhood with some restaurants (Bavarian, 2 Greeks and an Italian, ice cream shop, bakery, etc.)<br />In the immediate vicinity 3 grocery stores for everyday needs (Aldi, Penny and Edeka)<br />5 min. From the Isar. In summer, pleasant place to linger in nature and sometimes one of the most beautiful places in Munich.",2014-09-04,within an hour,100%,48.11701,11.56839,2.0,1.0,1.0,100.0,2,30,2.324528394097937
14117145,4.94,320,"Separate entrance and bathroom, quiet location","We offer our sunny basement to singles or couples on short trips. Use your own bathroom, have a separate entrance and enjoy privacy as if you were in a hotel room. We provide dishes and coffee/tea-makers, so you can have breakfast. Languages: EN, FRA and ITA.",A café and a bakery can be found round the corner (1 minute).,2016-07-21,within an hour,100%,48.15363,11.41839,1.0,1.0,1.0,75.0,2,31,11.791265544990628
14160809,4.81,54,"Room nur für 2 bis 4 Personen, Self Check In & Out","The place is good for couples, adventurers. The apartment is quietly and centrally located. The Oktoberfest is only one S-Bahn stop and the main train station 2 stops away. The U-Bahn stop Rotkreuzplatz is a 10-minute walk away. Restaurants, cafes and shopping facilities are in the immediate vicinity. The Hirschgarten can be reached in 3 minutes by tram, Nymphenburg Palace with park in about 8 minutes.<br /><br />About the apartment:<br />The apartment is very clean and newly renovated. A new high-quality fitted kitchen with seating area is available.<br />It is on the fifth floor of a residential building (elevator available) and is cozy for guests. One of the bedrooms has a spacious west-facing balcony. The apartment has a bathroom with a bathtub and an extra guest toilet.  <br /><br />Absolute peace and cleanliness are required. <br />Cleaning fee: EUR 10",,2015-09-01,within a few hours,100%,48.14684,11.53019,1.5,1.0,3.0,90.0,1,1125,3.518299336069379
14180019,4.83,24,"Spacious, cosy App, Public T. U6 to Allianzarena","Very comfortable area, with plenty of shops for your daily needs. Close to public transportation U6 and a park (Westpark) for recreation, sports and charming beer gardens.","Comfortable, shops very close, transportation: U-Bahn, S-Bahn, train very close..... Westpark very close, walking distance to Oktoberfest approximately 12 min.",2014-04-09,within a day,50%,48.11721,11.53039,1.0,2.0,3.0,447.0,2,21,4.0259462165601745
14268794,,0,Gemütliche Wohnung in München-Neuhausen!,The apartment is located in the middle of Neuhausen - downstairs in the house is the popular Café Neuhausen with beer garden ( hardly any noise nuisance).<br /><br />The apartment is to be given on time in the summer of 2024.,,2013-05-19,a few days or more,0%,48.15133,11.53875,1.0,2.0,2.0,238.0,7,30,3.133079523875386
14288192,4.91,314,"Charmantes Mini-Zimmer, privates Bad,zentral (ICM)","Dear Guest,<br />Here you can rent a very small but cozy guest room with its own small bathroom. Your living space is not only lovingly furnished, but also self-contained.<br />Our cottage is very central, but still so quiet and green that you can hear the birds chirping in the nearby beer garden. <br />From the Innsbrucker Ring U-Bahn [subway] station (U2/U5), you can reach the Messe [trade fair center] (ICM) in 10 minutes and the main train station in 9 minutes. <br />Looking forward to your visit!","You will stay here in a small, colorful terraced house settlement, the Maikäfersiedlung. <br />Just around the corner you can enjoy a cool Bavarian beer in the beautiful beer garden under chestnut trees. <br />A supermarket, a bakery, as well as a swimming pool and two parks are also just a few minutes away.<br />In addition, the Innsbrucker Ring U-Bahn [subway] station is very close.",2016-04-03,within a few hours,90%,48.12126,11.62482,1.0,1.0,1.0,104.0,5,21,4.079799118039349
14290118,4.72,129,"Wohnen an der Bavaria -Apartment ""Sepp""",,The Theresienwiese (Oktoberfest) is located in the immediate neighborhood,2015-12-17,within an hour,100%,48.12658,11.55321,1.0,1.0,1.0,416.0,1,180,2.0403506669890694
14296910,4.76,133,Downtown Paradise - right in the heart of Munich,"On foot: 15 min. to Central Station, 30 min. to Marienplatz!<br />The room is in the heart of Munich. Highlights such as the Pinakotheken, the English Garden and the Olympic Park are within walking distance. Just across the street is a big park to relax. The room is absolutely quiet, although you are in the center of Munich. Supermarket, bakery, etc. - everything right in the corner! Your room is flooded with light and has its own balcony. The neighborhood is very safe.","A green park right across the street.<br />Supermarket, bakery, beverage store, bars and everything you need in the immediate vicinity (each a few hundred meters).<br />The Pinakotheken are only a 15-minute walk away, and the English Garden is only a 20-minute walk away.",2015-03-14,within a few hours,100%,48.15516,11.56,1.0,1.0,1.0,57.0,2,1125,2.2849738474038817
14298467,4.93,44,"2 bedroom flat, 10 min to city center","My apartment is right next to Rotkreuzplatz, which is the heart of the neighborhood called Neuhausen, one of the most beautiful one's in Munich. Surrounded by a lot of restaurants and bars as well as local shops and supermarkets. Everything within walking distance. Feel like a local as it is not well known by tourists but close to a lot of sights in the city center, the Olympic Park, Nymphenburg Palace and the Hirschgarten. You'll love it. The main train station is 3 stations away by metro.",,2013-07-08,within an hour,100%,48.15371,11.53339,1.5,1.0,1.0,180.0,14,730,3.6097201157175496
14329024,4.96,23,Cosy Bavarian room on 2nd floor,"Fast travel to the city in 15 min, the room is very close to S7 metro station. You get 1 cosy room on 2nd floor, Bavarian furnitured, very bright, 3 windows front, great garden view. We have shared rooms for bath and kitchen. We also issue the landlord's certificate.","Jogging to Isar river takes about 5 min. The river forms a lovely biotope and park. Another great park is “Forstenrieder Park”, which is a forest and just 10 min from our home by bicycle. You can observe there birds, boars and deers. We have 3 great food places for takeaway nearby: Vietnamese, Bavarian and Turkish.  Across the street there is a bistro called Barocco. The owner is a nice fellow and we like each other a lot. Alex serves drinks and small food plates. Beside this we have 4 Italian, 1 Indian and 1 Bavarian restaurant close by. <br />We also have 2 supermarkets, 2 bakeries, 3 banks, 1 pharmacy and many different doctors very close by. We can pick you up on arrival from the S7 commuter train at Solln station. We can then show you around.",2014-05-11,within an hour,100%,48.07659,11.52571,1.0,1.0,1.0,143.0,13,1125,7.7021027359078165
14393465,4.63,8,Quiet place walking distance to Oktoberfest,"My place is close to My flat is near Oktoberfest / Theresienwiese. There is a 10-minutes-walking distance to the Oktoberfest. <br />You can reach the city of Munich in 10 minutes by bus and underground. You'll love my place because it is a quiet place with a lot of space. My place is good for couples, solo adventurers, business travelers, families (with kids)",,2015-12-23,,,48.12348,11.54209,1.0,1.0,3.0,386.0,2,20,2.917834549453518
14438574,4.82,102,the jungle room experience (modern&central),"***Welcome to 'MAX' HOME'-<br />the place to stay in Munich/Schwabing***<br /><br />My house offers you all that a traveller heart longs for- Best location&company, standards just like in a hotel plus extra services<br /><br />Close to: Residenz, Englischer Garten, Olympiapark, BMW Welt, Allianz Arena, Hofbräuhaus, Marienplatz, Viktualienmarkt, Pinakothek.<br />You'll love my home because of the: snugness, comfortable bed & atmosphere.<br />My apartment is suitable for: couples, single adventurers & business travellers.","The area I live in is one of the most famous areas in town. Many people want to live there because it has a charme that consists of metropolitan feeling combined with a sort of village/nature feeling. There is a lot of arts in the area and the university and the english garden. All you need is in Schwabing, also the best bars and restaurants.",2014-04-05,within an hour,100%,48.16223,11.56947,1.0,1.0,1.0,111.0,4,1125,2.7985682243100336
